best	707.342
l	m	n	cost	ed	ex	in	eA	eE	eR	dA	dE
0	0.1	0.1	2494	78	73	59	4	8	0	78	74	0	5	18	35	47	8	46	53	13	52	7	69	0	6	11	39	16	15	58	22	55	48	2	20	0	12	23	66	38	25	62	43	19	26	37	44	24	51	50	0	31	9	34	30	4	59	17	36	28	3	41	0	42	21	57	60	71	65	61	56	72	70	32	67	73	0	68	27	76	0	74	49	64	63	54	29	10	14	40	33	45	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.2	2602.52	77	72	60	3	6	0	79	76	0	5	7	52	13	53	46	8	47	35	18	69	0	6	11	39	22	58	15	16	55	48	2	20	0	12	23	66	38	26	62	43	19	25	37	44	24	51	50	0	31	9	34	30	4	59	17	36	28	3	41	0	42	21	57	72	56	61	65	71	60	70	32	67	73	0	68	27	76	0	74	49	33	63	54	29	10	14	40	64	45	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.3	2399.24	77	73	62	3	6	0	79	76	0	5	7	52	13	53	46	8	47	35	18	69	0	6	11	55	16	22	58	15	39	48	2	20	0	12	23	66	38	26	62	43	19	25	37	44	24	51	50	0	31	3	28	34	17	59	4	30	36	9	41	0	42	21	70	57	72	56	61	65	71	60	32	67	73	0	68	27	76	0	74	49	40	33	54	29	10	14	63	64	45	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.4	2386.64	76	72	59	4	8	0	78	74	0	5	7	52	13	53	46	8	47	35	18	69	0	6	11	55	22	58	15	39	16	48	2	20	0	12	23	66	38	26	62	43	19	25	37	44	24	51	50	0	31	3	28	34	17	59	4	30	36	9	41	0	42	21	32	60	71	61	65	56	72	57	70	67	73	0	68	27	76	0	74	49	40	33	10	29	54	14	63	64	45	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.5	2489.68	76	72	59	5	8	0	77	74	0	5	7	52	13	53	46	8	47	35	18	69	0	6	11	16	39	58	15	22	55	48	2	20	0	12	23	66	38	26	62	43	19	25	37	44	24	51	50	0	31	3	28	34	17	59	4	30	36	9	41	0	42	21	32	60	71	61	65	56	72	57	70	67	73	0	68	27	76	0	74	49	40	14	54	29	10	33	63	64	45	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.6	2335.79	77	71	62	3	8	0	79	74	0	5	7	52	13	53	46	8	47	35	18	69	0	6	11	55	39	58	15	22	48	16	2	20	0	12	24	44	26	62	43	19	25	37	38	66	23	51	50	0	31	3	28	34	4	59	17	30	36	9	41	0	42	21	70	57	72	56	65	61	71	60	32	67	73	0	68	27	76	0	74	49	40	14	33	10	29	54	63	64	45	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.7	2477.88	77	73	59	5	8	0	77	74	0	5	7	52	13	53	46	8	47	35	18	69	0	6	11	55	39	58	15	22	48	16	2	20	0	12	24	38	37	25	19	43	62	26	44	66	23	51	50	0	31	3	28	34	4	59	17	30	36	9	41	0	42	21	70	32	60	71	61	65	56	72	57	67	73	0	68	27	76	0	74	49	40	63	54	29	10	33	14	64	45	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.8	2569.27	76	72	62	4	8	0	78	74	0	5	7	52	13	53	46	8	47	35	18	69	0	6	11	55	39	58	15	22	48	16	2	20	0	31	3	28	34	17	59	4	30	36	9	41	0	42	70	67	57	72	56	65	61	71	60	32	21	73	0	50	12	24	38	37	25	19	43	62	26	44	66	23	51	0	68	27	76	0	74	49	40	63	54	29	10	33	14	64	45	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.9	2485.38	77	73	59	5	8	0	77	74	0	5	7	52	13	53	46	8	47	35	18	69	0	6	11	55	39	58	15	22	48	16	2	20	0	31	3	28	30	4	59	17	34	36	9	41	0	42	21	32	60	71	61	65	56	72	57	67	70	73	0	50	12	66	44	26	62	43	19	25	37	38	24	23	51	0	68	27	76	0	74	49	40	63	54	29	10	33	14	64	45	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1	2429.67	75	71	58	6	8	0	76	74	0	5	7	52	13	53	46	8	47	35	18	69	0	29	11	55	39	58	15	22	48	16	2	74	0	31	3	9	36	34	17	59	4	30	28	41	0	42	21	32	60	71	61	65	56	72	57	67	70	73	0	45	64	14	33	20	6	10	54	63	40	49	75	0	50	23	24	38	37	25	19	43	62	26	44	66	12	51	0	68	27	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
