best	1035.94
l	m	n	cost	ed	ex	in	eA	eE	eR	dA	dE
0	0.1	0.1	2338.93	51	48	42	5	11	0	53	47	0	3	4	35	15	36	49	0	6	41	17	34	12	18	37	0	7	44	27	20	19	5	11	0	8	40	14	43	30	29	0	22	16	46	21	48	45	51	39	0	24	47	10	50	25	28	42	23	2	26	0	32	31	13	9	38	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.2	2329.49	52	47	43	5	11	0	53	47	0	3	4	35	15	36	49	0	6	41	17	34	12	18	37	0	7	44	27	20	19	5	11	0	8	40	14	43	30	29	0	22	16	46	21	48	45	51	39	0	24	47	23	50	25	28	42	10	2	26	0	32	31	13	9	38	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.3	2324.44	51	47	43	7	12	0	51	46	0	3	4	35	15	36	49	0	6	41	17	34	12	18	37	0	7	44	27	20	19	5	11	0	8	40	30	43	14	29	0	22	16	46	21	48	45	51	39	0	24	47	23	50	25	28	42	10	2	26	0	32	31	13	9	38	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.4	2324.44	51	47	43	7	12	0	51	46	0	3	4	35	15	36	49	0	6	41	17	34	12	18	37	0	7	44	27	20	19	5	11	0	8	40	30	43	14	29	0	22	16	46	21	48	45	51	39	0	24	47	23	50	25	28	42	10	2	26	0	32	31	13	9	38	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.5	2112.97	51	48	41	8	12	0	50	46	0	3	4	35	15	36	49	0	6	41	17	12	5	7	11	18	37	0	8	40	30	43	14	29	0	22	16	46	21	48	45	51	39	0	24	47	23	50	25	28	42	10	2	26	0	32	31	13	9	38	33	0	34	20	19	27	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.6	2114.46	51	47	41	7	12	0	51	46	0	3	4	35	15	36	49	0	6	41	17	12	5	7	11	18	37	0	8	40	30	43	14	29	0	22	16	46	21	48	45	51	39	0	24	47	23	50	42	28	25	10	2	26	0	32	31	13	9	38	33	0	34	20	19	27	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.7	2098.05	51	48	41	8	12	0	50	46	0	3	4	15	35	36	49	0	6	41	17	12	5	7	11	18	37	0	8	40	30	43	14	29	0	22	16	46	21	48	45	51	39	0	24	47	23	10	25	28	42	50	2	26	0	32	31	13	9	38	33	0	34	20	19	27	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.8	2098.05	51	48	41	8	12	0	50	46	0	3	4	15	35	36	49	0	6	41	17	12	5	7	11	18	37	0	8	40	30	43	14	29	0	22	16	46	21	48	45	51	39	0	24	47	23	10	25	28	42	50	2	26	0	32	31	13	9	38	33	0	34	20	19	27	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.9	2065.71	51	49	41	11	14	0	47	44	0	3	36	35	15	4	49	0	6	41	17	7	5	12	11	18	37	0	8	40	30	43	14	29	0	22	16	48	21	46	45	51	39	0	24	47	23	10	25	28	42	50	2	26	0	32	31	13	9	38	33	0	34	20	19	27	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1	2065.71	51	49	41	11	14	0	47	44	0	3	36	35	15	4	49	0	6	41	17	7	5	12	11	18	37	0	8	40	30	43	14	29	0	22	16	48	21	46	45	51	39	0	24	47	23	10	25	28	42	50	2	26	0	32	31	13	9	38	33	0	34	20	19	27	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
